ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR008W	828	15	14	0.0666666666666667	1	18.1159420289855	369.60750048936	15	14	0.0666666666666667	1	18.1159420289855	369.60750048936
YAR009C	3591	17854	2640	0.852133975579702	15214	4971.87412976887	101437.836735807	17701	2546	0.856166318287102	15155	4929.26761347814	100568.564358717
YAR010C	1323	6988	1079	0.84559244419004	5909	5281.93499622071	107763.802101863	6804	963	0.858465608465608	5841	5142.85714285714	104926.28928178
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	66	63	0.0454545454545455	3	30.9859154929577	632.184998020111	66	63	0.0454545454545455	3	30.9859154929577	632.184998020111
YAR015W	921	86	71	0.174418604651163	15	93.3767643865364	1905.10393737578	86	71	0.174418604651163	15	93.3767643865364	1905.10393737578
YAR018C	1308	16	16	0	0	12.2324159021407	249.569835192816	15	15	0	0	11.4678899082569	233.971720493265
YAR019C	2925	37	37	0	0	12.6495726495726	258.080806495545	37	37	0	0	12.6495726495726	258.080806495545
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	1	1	0	0	5.95238095238095	121.442464446504	1	1	0	0	5.95238095238095	121.442464446504
YAR023C	540	1	1	0	0	1.85185185185185	37.7821000500235	1	1	0	0	1.85185185185185	37.7821000500235
tL(CAA)A	82	1	1	0	0	12.1951219512195	248.808951548935	1	1	0	0	12.1951219512195	248.808951548935
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	44	38	0.136363636363636	6	62.1468926553672	1267.9416626957	44	38	0.136363636363636	6	62.1468926553672	1267.9416626957
YAR028W	705	15	15	0	0	21.2765957446809	434.092213340695	15	15	0	0	21.2765957446809	434.092213340695
YAR029W	225	1	1	0	0	4.44444444444444	90.6770401200564	1	1	0	0	4.44444444444444	90.6770401200564
YAR030C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR031W	897	16	15	0.0625	1	17.8372352285396	363.921231251062	16	15	0.0625	1	17.8372352285396	363.921231251062
YAR033W	705	13	12	0.0769230769230769	1	18.4397163120567	376.213251561936	13	12	0.0769230769230769	1	18.4397163120567	376.213251561936
YAR035W	2064	4	4	0	0	1.93798449612403	39.5394070290944	4	4	0	0	1.93798449612403	39.5394070290944
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	110	106	0.0363636363636364	4	30.8382394168769	629.172061388112	110	106	0.0363636363636364	4	30.8382394168769	629.172061388112
YAR047C	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR050W	4614	36	36	0	0	7.80234070221066	159.185961199059	7	7	0	0	1.51712180320763	30.9528257887059
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	2	2	0	0	5.95238095238095	121.442464446504	2	2	0	0	5.95238095238095	121.442464446504
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	6	6	0	0	9.80392156862745	200.022882617771	6	6	0	0	9.80392156862745	200.022882617771
YAR068W	486	12	12	0	0	24.6913580246914	503.761334000313	12	12	0	0	24.6913580246914	503.761334000313
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
